Baseline 100%T,,Baseline 0%T,,Plaque Gravee-1,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
2500,112.3732834,2500,0.3175268471,2500,34.33504486,
2499,112.2396011,2499,0.3345195949,2499,34.30847168,
2498,112.1797714,2498,0.3138840199,2498,34.26789474,
2497,111.9620667,2497,0.3515173495,2497,34.22625732,
2496,111.8578796,2496,0.2971520126,2496,34.27822113,
2495,111.7693329,2495,0.378864795,2495,34.15545654,
2494,111.6823578,2494,0.3149239123,2494,34.17509079,
2493,111.4928131,2493,0.3088697195,2493,34.14259338,
2492,111.4631805,2492,0.2855733633,2492,34.11735153,
2491,111.27565,2491,0.3526105583,2491,34.09107971,
2490,111.1588745,2490,0.3671498001,2490,34.06094742,
2489,111.0737457,2489,0.324524045,2489,34.1006012,
2488,110.9875336,2488,0.3382820785,2488,34.03513336,
2487,110.8939896,2487,0.3227188885,2487,34.07978821,
2486,110.7767563,2486,0.2716682255,2486,34.08366013,
2485,110.6582031,2485,0.3369403481,2485,33.97385406,
2484,110.561409,2484,0.345315963,2484,34.01078415,
2483,110.5091705,2483,0.3617064655,2483,33.88097763,
2482,110.4256744,2482,0.3134779334,2482,34.00074005,
2481,110.3327637,2481,0.362901479,2481,33.89390182,
2480,110.2483978,2480,0.3188013434,2480,33.91827011,
2479,110.1724396,2479,0.3343009949,2479,33.89579773,
2478,110.0559235,2478,0.3558617234,2478,33.85563278,
2477,109.9779587,2477,0.2809576988,2477,33.94840622,
2476,109.9837036,2476,0.2919920981,2476,33.87194824,
2475,109.8581161,2475,0.3289309442,2475,33.82112503,
2474,109.79216,2474,0.3358851373,2474,33.8135376,
2473,109.7119675,2473,0.348542124,2473,33.78116608,
2472,109.6457367,2472,0.3128423691,2472,33.8384552,
2471,109.6021805,2471,0.3121067882,2471,33.78577423,
2470,109.5141068,2470,0.3442096412,2470,33.82286835,
2469,109.4485168,2469,0.2933532596,2469,33.76547241,
2468,109.3992004,2468,0.3082877696,2468,33.7457695,
2467,109.3736038,2467,0.3001559377,2467,33.6972847,
2466,109.2790756,2466,0.3261312544,2466,33.74378586,
2465,109.2260513,2465,0.3489521444,2465,33.68070984,
2464,109.1258545,2464,0.3523631096,2464,33.72402954,
2463,109.0693359,2463,0.320528388,2463,33.67647552,
2462,109.0751801,2462,0.3245387077,2462,33.65703964,
2461,108.9516525,2461,0.3362324238,2461,33.69556808,
2460,108.8848495,2460,0.3141740263,2460,33.70154953,
2459,108.8886414,2459,0.2977249622,2459,33.67715836,
2458,108.8075256,2458,0.3664319515,2458,33.58529663,
2457,108.758316,2457,0.3480743766,2457,33.58683777,
2456,108.6882324,2456,0.3255928755,2456,33.63209534,
2455,108.6424484,2455,0.3005581796,2455,33.61241913,
2454,108.5976868,2454,0.3133861721,2454,33.57646942,
2453,108.4936371,2453,0.3154444396,2453,33.59024048,
2452,108.4970245,2452,0.3434417248,2452,33.54176712,
2451,108.3768005,2451,0.3054243326,2451,33.55243683,
2450,108.3623199,2450,0.3017317951,2450,33.55572891,
2449,108.2730255,2449,0.3519580364,2449,33.51902771,
2448,108.2538452,2448,0.3013939261,2448,33.52875519,
2447,108.1601944,2447,0.3589506745,2447,33.47157288,
2446,108.1275711,2446,0.3169608116,2446,33.46308136,
2445,108.0205536,2445,0.3125011027,2445,33.49702835,
2444,107.9845276,2444,0.3332768679,2444,33.45158768,
2443,107.914711,2443,0.3541607857,2443,33.44841766,
2442,107.8415375,2442,0.3271616697,2442,33.43609619,
2441,107.8016739,2441,0.3226754665,2441,33.45053864,
2440,107.7206116,2440,0.2801440358,2440,33.4513855,
2439,107.6521072,2439,0.3282163441,2439,33.39774323,
2438,107.5876236,2438,0.3257688582,2438,33.40950775,
2437,107.5452347,2437,0.3381284177,2437,33.36787033,
2436,107.5136337,2436,0.3348552287,2436,33.37410736,
2435,107.4511871,2435,0.3238416612,2435,33.37264252,
2434,107.3773346,2434,0.3134384155,2434,33.35207748,
2433,107.3295135,2433,0.3048734367,2433,33.38241577,
2432,107.2595444,2432,0.3252842128,2432,33.33773041,
2431,107.2036057,2431,0.3133678436,2431,33.32921982,
2430,107.1554413,2430,0.2805780768,2430,33.32528305,
2429,107.0970383,2429,0.3257976174,2429,33.26014709,
2428,107.032608,2428,0.3105401695,2428,33.27625275,
2427,106.9760895,2427,0.3374953866,2427,33.2612114,
2426,106.9229507,2426,0.3449715972,2426,33.24494171,
2425,106.8724899,2425,0.3211121857,2425,33.26471329,
2424,106.7747726,2424,0.3202603757,2424,33.20988464,
2423,106.7483063,2423,0.3264351189,2423,33.2303009,
2422,106.6822433,2422,0.2838903069,2422,33.25244141,
2421,106.6449661,2421,0.2890439332,2421,33.21007538,
2420,106.5656815,2420,0.3045675457,2420,33.21193314,
2419,106.551445,2419,0.3327870667,2419,33.12543869,
2418,106.4805374,2418,0.3191601038,2418,33.11993408,
2417,106.4088364,2417,0.304967463,2417,33.18887711,
2416,106.38237,2416,0.3425762653,2416,33.10435867,
2415,106.3071136,2415,0.3147070408,2415,33.09695435,
2414,106.2631149,2414,0.3404400647,2414,33.07322311,
2413,106.1938553,2413,0.3116455078,2413,33.0834465,
2412,106.1589355,2412,0.3240201473,2412,33.05149841,
2411,106.1185226,2411,0.3292709291,2411,33.0294075,
2410,106.0545197,2410,0.3089839816,2410,33.03694153,
2409,106.029068,2409,0.286465168,2409,33.02851105,
2408,105.9594498,2408,0.318290472,2408,33.02100372,
2407,105.9017181,2407,0.3281508684,2407,32.98429871,
2406,105.8288193,2406,0.284185797,2406,33.00933075,
2405,105.8141556,2405,0.3273858726,2405,32.9496994,
2404,105.7900162,2404,0.3081671894,2404,32.94858932,
2403,105.7208099,2403,0.3139089942,2403,32.91013336,
2402,105.678894,2402,0.3349592388,2402,32.89760971,
2401,105.6508331,2401,0.3083460033,2401,32.90768433,
2400,105.6148987,2400,0.3294230998,2400,32.87260056,
2399,105.5555954,2399,0.3227773905,2399,32.85666275,
2398,105.5255508,2398,0.3100751936,2398,32.875103,
2397,105.5008392,2397,0.3183723986,2397,32.84601593,
2396,105.4245377,2396,0.3269663453,2396,32.81665039,
2395,105.4193344,2395,0.3038948476,2395,32.81427765,
2394,105.3827286,2394,0.321811378,2394,32.80073929,
2393,105.3592834,2393,0.2999230623,2393,32.79926682,
2392,105.3308945,2392,0.2922995687,2392,32.79390717,
2391,105.2801361,2391,0.2926114202,2391,32.77577591,
2390,105.3034821,2390,0.3091386855,2390,32.69709396,
2389,105.244278,2389,0.2939006686,2389,32.75440216,
2388,105.2173615,2388,0.3011259139,2388,32.71792221,
2387,105.1820374,2387,0.292740792,2387,32.69848251,
2386,105.1620102,2386,0.3320457935,2386,32.65846252,
2385,105.1505432,2385,0.3159148991,2385,32.63188553,
2384,105.1306229,2384,0.3089609742,2384,32.64937973,
2383,105.1169052,2383,0.3270279765,2383,32.60984802,
2382,105.1103745,2382,0.2885561585,2382,32.60848999,
2381,105.0698776,2381,0.2943748236,2381,32.61310959,
2380,105.0601578,2380,0.3283041418,2380,32.55944061,
2379,105.0524445,2379,0.3274531364,2379,32.56349182,
2378,105.0281906,2378,0.305341363,2378,32.53712082,
2377,105.0232391,2377,0.3206626177,2377,32.52991867,
2376,104.9962387,2376,0.3375531435,2376,32.49515152,
2375,104.9926071,2375,0.3253501952,2375,32.50617218,
2374,104.9833984,2374,0.3031056821,2374,32.52309418,
2373,104.9981384,2373,0.3052433729,2373,32.46649551,
2372,104.9884567,2372,0.3249177337,2372,32.44544601,
2371,104.9656601,2371,0.3168028891,2371,32.44841766,
2370,104.9336166,2370,0.3318665326,2370,32.42687988,
2369,104.9502029,2369,0.3447026312,2369,32.36191177,
2368,104.9431305,2368,0.2880794108,2368,32.40023041,
2367,104.9376144,2367,0.2902363539,2367,32.36942291,
2366,104.9309158,2366,0.3303856552,2366,32.30620575,
2365,104.9141083,2365,0.3262395263,2365,32.32103729,
2364,104.9072876,2364,0.2892897427,2364,32.36104202,
2363,104.9094772,2363,0.3009815812,2363,32.29059982,
2362,104.9090958,2362,0.3211972415,2362,32.28125763,
2361,104.8682098,2361,0.3168570697,2361,32.25888443,
2360,104.8956375,2360,0.2815551758,2360,32.26554871,
2359,104.8966293,2359,0.3086285591,2359,32.23869705,
2358,104.880249,2358,0.3318867385,2358,32.19886017,
2357,104.8388367,2357,0.3150874972,2357,32.19562912,
2356,104.86866,2356,0.3212592304,2356,32.14199448,
2355,104.8392563,2355,0.3132733703,2355,32.15545654,
2354,104.8574448,2354,0.3068653047,2354,32.12490463,
2353,104.8422241,2353,0.3041443825,2353,32.11647415,
2352,104.8257599,2352,0.3057680428,2352,32.09978485,
2351,104.813591,2351,0.3354626596,2351,32.06100464,
2350,104.8188705,2350,0.3129118681,2350,32.0697937,
2349,104.8129807,2349,0.3085042238,2349,32.06283188,
2348,104.7982101,2348,0.3121907711,2348,32.04589081,
2347,104.788681,2347,0.3045618534,2347,32.00299835,
2346,104.7871857,2346,0.3082782626,2346,31.98146248,
2345,104.7999954,2345,0.3165444434,2345,31.93042564,
2344,104.7780762,2344,0.3252364099,2344,31.91992378,
2343,104.7774582,2343,0.3104915023,2343,31.91376305,
2342,104.7726059,2342,0.306296736,2342,31.89672852,
2341,104.7686844,2341,0.2932899892,2341,31.85288239,
2340,104.781105,2340,0.3120259941,2340,31.81997871,
2339,104.7783356,2339,0.3208560944,2339,31.80619431,
2338,104.7749405,2338,0.3165780008,2338,31.7987709,
2337,104.7713852,2337,0.308244139,2337,31.76639748,
2336,104.7817383,2336,0.3020416796,2336,31.77161598,
2335,104.7705994,2335,0.318613112,2335,31.71690369,
2334,104.786087,2334,0.3024119735,2334,31.69510078,
2333,104.8055878,2333,0.3090383112,2333,31.68404961,
2332,104.8009186,2332,0.31091398,2332,31.66192245,
2331,104.806076,2331,0.310608685,2331,31.61822891,
2330,104.8447266,2330,0.3030892611,2330,31.60848999,
2329,104.8411484,2329,0.3009931147,2329,31.57893753,
2328,104.8657074,2328,0.3152298033,2328,31.55878258,
2327,104.8798904,2327,0.3176433444,2327,31.50325394,
2326,104.9039688,2326,0.3098755479,2326,31.49596405,
2325,104.927803,2325,0.3248466253,2325,31.47843552,
2324,104.9232483,2324,0.3045712411,2324,31.44106865,
2323,104.9914398,2323,0.3105069101,2323,31.40551758,
2322,105.0264969,2322,0.3090825379,2322,31.38894081,
2321,105.0357666,2321,0.3073746264,2321,31.35683823,
2320,105.0639038,2320,0.3092799485,2320,31.35041809,
2319,105.1413422,2319,0.3144854307,2319,31.29075432,
2318,105.1565399,2318,0.2831938267,2318,31.27486038,
2317,105.172966,2317,0.3019703031,2317,31.2714138,
2316,105.2322998,2316,0.3037026525,2316,31.25118256,
2315,105.2872086,2315,0.2978487313,2315,31.22552299,
2314,105.3235626,2314,0.326090008,2314,31.18564796,
2313,105.3697128,2313,0.2999170125,2313,31.16636658,
2312,105.4287567,2312,0.3349601924,2312,31.13279343,
2311,105.4798279,2311,0.325135082,2311,31.0857563,
2310,105.569931,2310,0.2908105254,2310,31.0958271,
2309,105.6125793,2309,0.3339930773,2309,31.04318047,
2308,105.6600342,2308,0.333363831,2308,31.0113163,
2307,105.7415695,2307,0.3315162063,2307,30.99403,
2306,105.8260193,2306,0.2992261648,2306,31.02057838,
2305,105.9009171,2305,0.302449584,2305,30.97091293,
2304,105.9557419,2304,0.2930237949,2304,30.94948006,
2303,106.0644531,2303,0.3194926679,2303,30.92313766,
2302,106.1098328,2302,0.3174774945,2302,30.91262245,
2301,106.2348633,2301,0.3196177483,2301,30.87396622,
2300,106.3356171,2300,0.3306813538,2300,30.83682632,
2299,106.4264297,2299,0.2848231494,2299,30.83798599,
2298,106.5197601,2298,0.3051603138,2298,30.7947216,
2297,106.6122894,2297,0.2708538771,2297,30.79157257,
2296,106.7108536,2296,0.3299386799,2296,30.73696518,
2295,106.7984238,2295,0.3405843079,2295,30.71679688,
2294,106.952652,2294,0.3137449622,2294,30.71850204,
2293,107.0962296,2293,0.3166771531,2293,30.64888191,
2292,107.2193985,2292,0.3066314161,2292,30.65769577,
2291,107.3181381,2291,0.2837930322,2291,30.62715149,
2290,107.4461823,2290,0.350433737,2290,30.62209511,
2289,107.6232224,2289,0.3199580908,2289,30.56866455,
2288,107.706955,2288,0.3177126348,2288,30.56126595,
2287,107.898941,2287,0.3278106451,2287,30.54364014,
2286,108.0554352,2286,0.3404447734,2286,30.5123539,
2285,108.1940308,2285,0.3415208757,2285,30.49572945,
2284,108.34198,2284,0.314100951,2284,30.4955101,
2283,108.5026474,2283,0.3077340424,2283,30.45152664,
2282,108.654213,2282,0.3223695159,2282,30.4118576,
2281,108.8249435,2281,0.3528367281,2281,30.37838554,
2280,108.9798126,2280,0.3199639916,2280,30.39202118,
2279,109.192749,2279,0.3575685322,2279,30.32849693,
2278,109.345665,2278,0.3214645982,2278,30.31763458,
2277,109.5237885,2277,0.2999348938,2277,30.32385063,
2276,109.7081909,2276,0.3319430649,2276,30.25385094,
2275,109.9191055,2275,0.3335781991,2275,30.2359848,
2274,110.155426,2274,0.33839643,2274,30.23042107,
2273,110.3529358,2273,0.2933020592,2273,30.19774628,
2272,110.5449677,2272,0.2583269179,2272,30.22683907,
2271,110.7733002,2271,0.3623973429,2271,30.12649155,
2270,110.9912033,2270,0.3366439044,2270,30.08296204,
2269,111.2155457,2269,0.2991447747,2269,30.11133957,
2268,111.4171143,2268,0.3333167136,2268,30.0940876,
2267,111.6098633,2267,0.3176185787,2267,30.09999466,
2266,111.8742599,2266,0.3407023251,2266,30.03079033,
2265,112.1245041,2265,0.3284846246,2265,30.00724983,
2264,112.3294373,2264,0.3271061778,2264,29.99120903,
2263,112.6014557,2263,0.3589253128,2263,29.9715004,
2262,112.8406982,2262,0.3224204481,2262,29.98627472,
2261,113.0263901,2261,0.3071187139,2261,29.96273422,
2260,113.3033295,2260,0.3755574226,2260,29.8607254,
2259,113.4736328,2259,0.3815938532,2259,29.90732193,
2258,113.6455078,2258,0.3447140455,2258,29.89187241,
2257,113.9052429,2257,0.3282026649,2257,29.8928833,
2256,114.0713959,2256,0.3342944086,2256,29.84016228,
2255,114.2693481,2255,0.3350321054,2255,29.85306168,
2254,114.4453201,2254,0.3326658607,2254,29.83062553,
2253,114.6243668,2253,0.3728555441,2253,29.80280876,
2252,114.7968674,2252,0.3757253885,2252,29.7767334,
2251,114.9906769,2251,0.347853303,2251,29.75108337,
2250,115.0951157,2250,0.3321690857,2250,29.75637054,
2249,115.2703247,2249,0.3333677649,2249,29.75316429,
2248,115.4114838,2248,0.3694664836,2248,29.73635101,
2247,115.5557785,2247,0.3570384681,2247,29.71825218,
2246,115.6757126,2246,0.3539961576,2246,29.69716835,
2245,115.7981186,2245,0.3362484872,2245,29.71288872,
2244,115.9619217,2244,0.3492193222,2244,29.67245865,
2243,116.0851974,2243,0.3334730566,2243,29.62103462,
2242,116.252243,2242,0.3589389026,2242,29.61225128,
2241,116.3863754,2241,0.359893918,2241,29.61416626,
2240,116.5268402,2240,0.3485423028,2240,29.60735321,
2239,116.6379547,2239,0.3389699161,2239,29.60292435,
2238,116.7730713,2238,0.3557714224,2238,29.56604958,
2237,116.9481888,2237,0.3727439046,2237,29.52709198,
2236,117.0796661,2236,0.3337485492,2236,29.54783821,
2235,117.2626648,2235,0.3316537738,2235,29.53475952,
2234,117.4398575,2234,0.3564772308,2234,29.50435257,
2233,117.6406631,2233,0.3216797113,2233,29.49557877,
2232,117.8412704,2232,0.3510684669,2232,29.4775238,
2231,118.012413,2231,0.3453997374,2231,29.47276878,
2230,118.2283173,2230,0.3337197006,2230,29.45922661,
2229,118.4521637,2229,0.3452140987,2229,29.4524231,
2228,118.6940994,2228,0.3155088723,2228,29.44727516,
2227,118.8947906,2227,0.3722838461,2227,29.41723824,
2226,119.1322327,2226,0.3800729811,2226,29.36021996,
2225,119.3614502,2225,0.3577077389,2225,29.41058922,
2224,119.6281662,2224,0.3461257219,2224,29.39409256,
2223,119.8621597,2223,0.358650744,2223,29.37524986,
2222,120.0621872,2222,0.3575880527,2222,29.36483383,
2221,120.285202,2221,0.3554902375,2221,29.33582115,
2220,120.47509,2220,0.3626798689,2220,29.32707405,
2219,120.6862946,2219,0.3558297455,2219,29.31003952,
2218,120.8009033,2218,0.3652757704,2218,29.30511856,
2217,120.954422,2217,0.3297460079,2217,29.29890823,
2216,121.0470886,2216,0.3445722163,2216,29.26555061,
2215,121.0696793,2215,0.3485708833,2215,29.28536224,
2214,121.0512543,2214,0.3751974106,2214,29.23484993,
2213,121.0447998,2213,0.3396989107,2213,29.2686348,
2212,120.9473953,2212,0.388361156,2212,29.2162838,
2211,120.8171387,2211,0.3680197597,2211,29.22332382,
2210,120.6068039,2210,0.3534224033,2210,29.22112656,
2209,120.4337692,2209,0.3571939766,2209,29.19911766,
2208,120.1298981,2208,0.3440752029,2208,29.20158195,
2207,119.8265076,2207,0.3785149157,2207,29.15167236,
2206,119.419899,2206,0.3336756825,2206,29.20236969,
2205,119.0025558,2205,0.3672707677,2205,29.15860176,
2204,118.5757141,2204,0.3381499648,2204,29.19852448,
2203,118.0892792,2203,0.3479670584,2203,29.12912369,
2202,117.5655975,2202,0.356339246,2202,29.1483345,
2201,117.0476532,2201,0.3413227499,2201,29.16270828,
2200,116.5011444,2200,0.3391953409,2200,29.14477348,
2199,115.8974075,2199,0.3212188184,2199,29.15276337,
2198,115.3531647,2198,0.3598107398,2198,29.11196709,
2197,114.7563553,2197,0.333845824,2197,29.12074661,
2196,114.1842041,2196,0.3539040387,2196,29.11828995,
2195,113.650856,2195,0.3332121968,2195,29.11399841,
2194,113.0935516,2194,0.3200984895,2194,29.13283348,
2193,112.5151978,2193,0.29843539,2193,29.14182854,
2192,111.9752274,2192,0.3414630592,2192,29.10923958,
2191,111.4408875,2191,0.3454293609,2191,29.0963974,
2190,110.9334488,2190,0.3145352602,2190,29.12322235,
2189,110.4263687,2189,0.3323349953,2189,29.10421753,
2188,109.9445114,2188,0.314135164,2188,29.09209824,
2187,109.5046844,2187,0.3257078528,2187,29.05908585,
2186,109.0171814,2186,0.3380359113,2186,29.08831787,
2185,108.6078873,2185,0.3289594054,2185,29.10319519,
2184,108.1927032,2184,0.3105527163,2184,29.09949112,
2183,107.843956,2183,0.321821779,2183,29.09721756,
2182,107.4945297,2182,0.3171246052,2182,29.11398315,
2181,107.1760406,2181,0.3100949824,2181,29.10108948,
2180,106.8561172,2180,0.3158332407,2180,29.14214516,
2179,106.6074524,2179,0.3313841224,2179,29.08957863,
2178,106.3817368,2178,0.3258361816,2178,29.08391571,
2177,106.1428223,2177,0.3433348238,2177,29.08698082,
2176,105.8687592,2176,0.306532532,2176,29.13876534,
2175,105.7282715,2175,0.3213660419,2175,29.11899376,
2174,105.5434723,2174,0.3377253413,2174,29.09427834,
2173,105.3850174,2173,0.3051163256,2173,29.11771202,
2172,105.2638092,2172,0.3088784814,2172,29.13362694,
2171,105.1210251,2171,0.3306613564,2171,29.09817314,
2170,104.9848175,2170,0.3088946044,2170,29.16772079,
2169,104.9030685,2169,0.3103344142,2169,29.14178467,
2168,104.7864532,2168,0.2764753103,2168,29.16643906,
2167,104.7340546,2167,0.3163498044,2167,29.12972641,
2166,104.6633453,2166,0.2945555449,2166,29.17470932,
2165,104.60186,2165,0.3151108623,2165,29.16015434,
2164,104.5320129,2164,0.323546797,2164,29.1514492,
2163,104.4665604,2163,0.2907446027,2163,29.18205833,
2162,104.3641815,2162,0.3423659503,2162,29.14403915,
2161,104.3578033,2161,0.3390906453,2161,29.20151329,
2160,104.248703,2160,0.2981591225,2160,29.21062088,
2159,104.2379532,2159,0.3055863082,2159,29.18651772,
2158,104.1859512,2158,0.2988362312,2158,29.19070053,
2157,104.1271896,2157,0.311386317,2157,29.18341446,
2156,104.0741653,2156,0.3417187035,2156,29.15221786,
2155,104.0295258,2155,0.2939463258,2155,29.23641586,
2154,104.0010605,2154,0.2873111665,2154,29.1842289,
2153,103.9281464,2153,0.2792224586,2153,29.20674324,
2152,103.8586731,2152,0.3268289268,2152,29.18427277,
2151,103.8034286,2151,0.3364757597,2151,29.17948723,
2150,103.7504425,2150,0.2940031588,2150,29.23872185,
2149,103.7144394,2149,0.3359662294,2149,29.1912384,
2148,103.6592865,2148,0.3337600827,2148,29.15712357,
2147,103.5916214,2147,0.3179601431,2147,29.21957397,
2146,103.5630569,2146,0.3311167657,2146,29.18530464,
2145,103.4959564,2145,0.2865904868,2145,29.20023537,
2144,103.4205322,2144,0.2986260355,2144,29.20189285,
2143,103.3642883,2143,0.2910098433,2143,29.15340996,
2142,103.308403,2142,0.290569216,2142,29.17691803,
2141,103.2709503,2141,0.2992054224,2141,29.12657928,
2140,103.2038345,2140,0.2863533497,2140,29.18164825,
2139,103.1367416,2139,0.3170092106,2139,29.13188362,
2138,103.1583176,2138,0.308398664,2138,29.07557487,
2137,103.0855179,2137,0.2693361044,2137,29.13850021,
2136,103.0250168,2136,0.2943169177,2136,29.08733559,
2135,102.9587479,2135,0.3115147352,2135,29.0954628,
2134,102.947464,2134,0.2623423636,2134,29.04887581,
2133,102.8848495,2133,0.3125998974,2133,29.02296829,
2132,102.8269196,2132,0.3242788911,2132,28.98335457,
2131,102.7668381,2131,0.321074754,2131,28.99331474,
2130,102.7484207,2130,0.3489545882,2130,28.95254517,
2129,102.6662827,2129,0.2914581597,2129,28.97493744,
2128,102.6234589,2128,0.3169009984,2128,28.96642303,
2127,102.5745773,2127,0.3070150316,2127,28.92141342,
2126,102.5611038,2126,0.2507109642,2126,28.9285965,
2125,102.5131454,2125,0.3207623363,2125,28.84694862,
2124,102.4518356,2124,0.3026383817,2124,28.86035156,
2123,102.4086838,2123,0.3247854114,2123,28.80144691,
2122,102.3949051,2122,0.3119879961,2122,28.8083992,
2121,102.3286667,2121,0.3167681694,2121,28.76571465,
2120,102.3202438,2120,0.3297203779,2120,28.73230362,
2119,102.264473,2119,0.3339886665,2119,28.73305893,
2118,102.2373352,2118,0.2881084085,2118,28.73207664,
2117,102.1967163,2117,0.282164216,2117,28.7145462,
2116,102.1751556,2116,0.2977307141,2116,28.65579224,
2115,102.1675568,2115,0.329405725,2115,28.60263634,
2114,102.1066818,2114,0.3031047583,2114,28.63117218,
2113,102.0713196,2113,0.3179840147,2113,28.57180023,
2112,102.0423431,2112,0.3110496402,2112,28.56960869,
2111,102.044548,2111,0.3215073347,2111,28.53341484,
2110,101.9970627,2110,0.2854840457,2110,28.50611115,
2109,101.9655685,2109,0.3282506168,2109,28.48430252,
2108,101.9465332,2108,0.3111976981,2108,28.44896889,
2107,101.9491043,2107,0.2837871015,2107,28.43200874,
2106,101.9253006,2106,0.2982834578,2106,28.41482162,
2105,101.9009247,2105,0.3176690638,2105,28.36176491,
2104,101.8845062,2104,0.3186170459,2104,28.32658386,
2103,101.8730545,2103,0.2972266078,2103,28.32702637,
2102,101.8553467,2102,0.2734689116,2102,28.33769608,
2101,101.8193512,2101,0.3155293167,2101,28.27937317,
2100,101.8202209,2100,0.3119755387,2100,28.26118088,
2099,101.8181534,2099,0.3096744716,2099,28.26624489,
2098,101.7784348,2098,0.3281947374,2098,28.20432281,
2097,101.7505493,2097,0.3312814534,2097,28.17580795,
2096,101.7530289,2096,0.3169228435,2096,28.17868805,
2095,101.7298355,2095,0.3098264635,2095,28.14251137,
2094,101.7422562,2094,0.3064635992,2094,28.12425995,
2093,101.715889,2093,0.2831097841,2093,28.13402939,
2092,101.6859055,2092,0.3172482252,2092,28.06194687,
2091,101.6877441,2091,0.3018560708,2091,28.05041695,
2090,101.6613846,2090,0.3032137752,2090,28.04453087,
2089,101.6407242,2089,0.2945636511,2089,28.01573181,
2088,101.6394119,2088,0.2980803549,2088,27.99879646,
2087,101.6377945,2087,0.3070016801,2087,27.95681,
2086,101.6266098,2086,0.3038019538,2086,27.92300224,
2085,101.5894318,2085,0.304634124,2085,27.92069244,
2084,101.5587769,2084,0.2797268629,2084,27.94609451,
2083,101.5853882,2083,0.2822377682,2083,27.88361549,
2082,101.5492554,2082,0.3111051917,2082,27.84675598,
2081,101.5290833,2081,0.293466717,2081,27.85254097,
2080,101.5470123,2080,0.3226160407,2080,27.80605507,
2079,101.5204468,2079,0.2720361948,2079,27.81541634,
2078,101.5254745,2078,0.2834691703,2078,27.80783081,
2077,101.4965744,2077,0.3320177794,2077,27.72416687,
2076,101.4970093,2076,0.300093323,2076,27.73800278,
2075,101.4905472,2075,0.3284233809,2075,27.68911171,
2074,101.4678955,2074,0.284655869,2074,27.70663261,
2073,101.4489136,2073,0.2946144342,2073,27.65733337,
2072,101.4457092,2072,0.2895470262,2072,27.64414597,
2071,101.437088,2071,0.2962337732,2071,27.61692047,
2070,101.433609,2070,0.2922899723,2070,27.60647011,
2069,101.4075623,2069,0.3126254678,2069,27.56502533,
2068,101.4069519,2068,0.3230952322,2068,27.53959084,
2067,101.3860855,2067,0.2847962677,2067,27.54559517,
2066,101.3748856,2066,0.3067704141,2066,27.49959755,
2065,101.3719177,2065,0.3051619232,2065,27.48533249,
2064,101.3520203,2064,0.3260220289,2064,27.45386887,
2063,101.3743286,2063,0.3180224299,2063,27.4359436,
2062,101.3388367,2062,0.2764027715,2062,27.44606209,
2061,101.3142319,2061,0.276501894,2061,27.42495155,
2060,101.2943268,2060,0.3009974957,2060,27.36876869,
2059,101.2812958,2059,0.3122129738,2059,27.36540413,
2058,101.2643204,2058,0.3014717698,2058,27.35246658,
2057,101.2476654,2057,0.2999361753,2057,27.33516121,
2056,101.2412338,2056,0.3016239107,2056,27.30922699,
2055,101.213028,2055,0.2826513648,2055,27.29930305,
2054,101.197052,2054,0.2905078232,2054,27.27033806,
2053,101.1736984,2053,0.313842386,2053,27.22705269,
2052,101.1632767,2052,0.2893989682,2052,27.22093201,
2051,101.1316986,2051,0.2805577219,2051,27.20261574,
2050,101.125679,2050,0.3060614169,2050,27.16282845,
2049,101.0961151,2049,0.2986941636,2049,27.16869164,
2048,101.0665054,2048,0.290736407,2048,27.12803841,
2047,101.048851,2047,0.2933302522,2047,27.10214233,
